sex,age_cat,race,c_charge_degree,age,priors_count,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid
Male,25 - 45,African-American,M,26,0,0,0,0,0
Male,25 - 45,African-American,F,30,9,0,0,0,1
Male,Less than 25,Caucasian,F,21,1,0,0,0,0
Male,25 - 45,Caucasian,M,41,0,0,0,0,0
Male,Greater than 45,African-American,F,45,0,0,0,0,1
Male,25 - 45,African-American,F,31,10,0,1,3,1
Male,Less than 25,Caucasian,F,22,0,0,0,0,0
Female,Greater than 45,Caucasian,F,54,0,0,0,0,1
Male,Greater than 45,Caucasian,M,50,2,0,0,0,1
Female,Greater than 45,African-American,F,50,5,0,0,0,0
Male,25 - 45,Other,F,37,11,2,0,0,0
Female,Less than 25,African-American,F,21,0,0,0,0,1
Male,Less than 25,Hispanic,M,23,6,0,0,0,1
Male,25 - 45,Caucasian,F,30,0,0,0,0,1
Male,Greater than 45,Caucasian,F,53,2,0,0,0,0
Male,25 - 45,African-American,F,30,11,0,0,0,1
Male,25 - 45,Caucasian,M,26,5,0,0,0,0
Female,25 - 45,African-American,F,30,1,0,0,0,1
Female,Greater than 45,African-American,M,59,0,0,0,0,0
Male,25 - 45,African-American,F,29,13,0,0,0,1
Male,Greater than 45,Hispanic,F,67,0,0,0,0,0
Male,25 - 45,Caucasian,F,30,13,0,0,0,1
Male,25 - 45,African-American,M,25,5,0,0,0,1
Male,Greater than 45,Hispanic,F,45,8,0,0,0,0
Male,25 - 45,Caucasian,M,35,4,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,1,0
Male,25 - 45,African-American,F,41,8,0,0,0,1
Male,Greater than 45,Asian,F,46,3,0,0,0,1
Male,25 - 45,Other,M,27,0,0,0,0,0
Female,25 - 45,African-American,F,37,13,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,2,1
Male,Less than 25,African-American,F,19,0,0,0,0,1
Male,Greater than 45,Caucasian,M,45,2,0,0,0,0
Female,25 - 45,African-American,F,33,5,0,0,0,1
Male,Greater than 45,African-American,F,52,7,0,0,0,0
Female,Less than 25,African-American,F,21,0,0,0,0,0
Male,25 - 45,African-American,M,43,6,0,0,0,1
Male,25 - 45,Caucasian,F,33,3,0,0,0,0
Male,25 - 45,African-American,F,26,3,1,0,0,1
Male,25 - 45,Caucasian,M,37,0,0,0,0,0
Male,25 - 45,African-American,F,38,1,0,0,0,1
Male,25 - 45,Hispanic,M,35,1,0,0,0,1
Male,25 - 45,African-American,F,27,1,0,0,0,1
Male,25 - 45,Other,F,40,1,0,0,0,0
Male,Less than 25,African-American,F,21,1,1,0,0,0
Male,25 - 45,Caucasian,F,38,3,0,0,0,1
Male,25 - 45,Caucasian,M,37,0,0,0,0,0
Male,Less than 25,Hispanic,M,24,1,0,0,0,0
Male,25 - 45,Caucasian,F,44,0,0,0,0,0
Male,25 - 45,African-American,F,30,0,0,0,0,0
Male,25 - 45,Hispanic,F,40,0,0,0,0,0
Male,Greater than 45,Caucasian,F,49,1,0,0,0,0
Male,Greater than 45,Caucasian,M,67,0,0,0,0,0
Male,Greater than 45,African-American,F,59,14,0,0,0,1
Male,Less than 25,African-American,F,21,1,1,0,0,1
Male,25 - 45,Caucasian,M,31,6,0,0,0,0
Female,Greater than 45,Caucasian,F,50,2,0,0,0,1
Male,25 - 45,African-American,F,30,7,0,0,0,0
Male,25 - 45,Caucasian,M,28,1,0,0,0,0
Male,Greater than 45,African-American,F,48,7,0,0,0,1
Male,Greater than 45,Caucasian,M,55,0,0,0,0,0
Female,Less than 25,Caucasian,F,24,1,0,0,0,0
Male,25 - 45,Caucasian,M,42,0,0,0,0,0
Male,25 - 45,African-American,M,34,0,0,0,0,1
Male,25 - 45,African-American,M,43,4,0,0,0,1
Male,25 - 45,African-American,F,44,0,0,0,0,0
Male,25 - 45,Caucasian,M,25,0,0,0,0,0
Male,25 - 45,Hispanic,F,29,17,0,1,0,1
Male,25 - 45,Caucasian,F,25,2,0,0,0,1
Female,25 - 45,African-American,M,32,0,0,0,0,1
Male,Greater than 45,Hispanic,F,96,2,0,0,0,1
Male,25 - 45,African-American,M,35,10,0,0,0,1
Male,25 - 45,Hispanic,M,29,0,0,0,0,0
Male,25 - 45,Hispanic,F,27,8,0,1,1,1
Male,25 - 45,Hispanic,F,41,2,0,0,0,0
Male,25 - 45,Hispanic,M,31,0,0,0,0,0
Male,Less than 25,African-American,F,24,1,0,0,0,1
Male,25 - 45,African-American,F,34,0,0,0,0,1
Male,Greater than 45,African-American,F,48,2,0,0,0,1
Male,25 - 45,African-American,F,41,1,0,0,0,0
Male,25 - 45,African-American,M,26,12,0,0,1,1
Male,25 - 45,African-American,F,42,0,0,0,0,1
Male,25 - 45,African-American,M,29,0,0,0,0,0
Male,25 - 45,Caucasian,M,26,0,0,0,0,0
Female,25 - 45,African-American,F,27,1,0,0,0,0
Male,25 - 45,Caucasian,M,35,4,0,0,0,0
Male,Greater than 45,Caucasian,F,54,1,0,0,0,0
Male,Less than 25,African-American,M,24,3,0,0,0,1
Male,Less than 25,African-American,F,20,0,0,0,0,0
Male,25 - 45,Caucasian,F,27,0,0,0,0,0
Male,Less than 25,African-American,F,21,1,0,0,0,0
Male,25 - 45,Caucasian,M,27,7,0,1,1,1
Male,25 - 45,African-American,F,34,11,1,0,0,1
Male,25 - 45,Caucasian,F,27,4,0,0,0,0
Male,Greater than 45,African-American,M,54,0,0,0,0,0
Male,25 - 45,Other,F,29,2,0,0,0,1
Male,25 - 45,African-American,F,39,1,0,0,0,0
Female,Less than 25,Caucasian,F,22,2,0,1,1,0
Female,25 - 45,Caucasian,M,33,0,0,0,0,0
Female,25 - 45,African-American,F,25,2,0,0,0,1
Female,25 - 45,Hispanic,F,40,7,0,0,0,1
Female,25 - 45,African-American,M,35,0,0,0,0,0
Male,25 - 45,Hispanic,M,28,0,0,0,0,1
Male,Greater than 45,African-American,M,53,0,0,0,0,0
Male,25 - 45,Caucasian,M,28,2,0,0,1,0
Male,25 - 45,African-American,F,26,0,0,0,0,0
Male,25 - 45,African-American,F,30,1,0,0,0,0
Male,25 - 45,African-American,F,31,3,0,1,0,0
Male,Less than 25,Caucasian,M,24,3,0,0,0,1
Male,Greater than 45,Caucasian,F,45,19,0,0,0,1
Male,25 - 45,Hispanic,M,33,1,0,0,0,0
Male,25 - 45,African-American,F,28,1,0,0,0,0
Female,Greater than 45,Caucasian,F,45,1,0,0,0,1
Female,Less than 25,African-American,M,22,1,0,0,0,0
Male,25 - 45,Caucasian,F,33,3,0,0,0,1
Male,Less than 25,Caucasian,F,23,4,0,0,4,1
Male,25 - 45,African-American,F,36,6,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,0
Male,Greater than 45,Caucasian,M,45,1,0,0,0,0
Male,25 - 45,African-American,F,28,2,0,0,0,1
Male,25 - 45,African-American,M,37,3,0,0,0,0
Female,Greater than 45,Caucasian,M,52,0,0,0,0,0
Male,25 - 45,Caucasian,F,26,0,0,0,0,0
Male,25 - 45,Caucasian,F,28,4,0,0,0,1
Female,25 - 45,Caucasian,F,33,2,0,0,0,0
Male,Less than 25,Caucasian,F,23,3,0,0,1,1
Male,25 - 45,Caucasian,M,31,3,0,0,1,1
Female,Greater than 45,Caucasian,M,55,0,0,0,0,0
Male,Less than 25,Caucasian,F,24,3,0,0,2,1
Male,25 - 45,African-American,M,37,2,0,0,0,0
Male,25 - 45,African-American,F,41,0,0,0,0,0
Male,25 - 45,Caucasian,M,26,0,0,0,0,0
Male,25 - 45,African-American,F,41,13,0,0,0,0
Male,25 - 45,African-American,F,33,6,0,0,0,0
Male,Greater than 45,Hispanic,M,47,0,0,0,0,1
Male,Less than 25,African-American,F,23,0,0,0,0,0
Male,25 - 45,Caucasian,F,27,1,0,0,0,0
Male,Less than 25,Caucasian,F,24,0,0,0,0,1
Male,Less than 25,Other,M,23,2,0,0,0,0
Male,25 - 45,African-American,F,30,10,0,1,0,0
Male,Greater than 45,Caucasian,F,55,1,0,0,0,0
Male,25 - 45,African-American,M,26,13,0,0,0,1
Female,25 - 45,African-American,M,41,6,0,1,0,0
Male,25 - 45,African-American,F,35,0,0,0,0,0
Male,25 - 45,African-American,F,26,4,0,0,0,1
Male,Less than 25,African-American,M,20,1,0,0,0,0
Male,Less than 25,Caucasian,M,24,3,0,0,0,1
Male,25 - 45,African-American,M,31,8,0,2,0,1
Male,Less than 25,African-American,F,22,2,0,1,0,0
Male,Greater than 45,African-American,F,55,0,0,0,0,1
Male,25 - 45,Caucasian,F,33,7,0,0,0,1
Male,25 - 45,Caucasian,F,44,6,0,0,0,1
Male,25 - 45,African-American,F,41,25,0,0,0,1
Male,Greater than 45,African-American,M,56,9,0,0,0,0
Male,Less than 25,African-American,F,21,1,0,0,0,0
Male,25 - 45,African-American,F,36,1,0,0,0,1
Female,Greater than 45,Caucasian,M,48,1,0,0,0,0
Male,25 - 45,Caucasian,F,27,6,0,0,0,1
Male,Greater than 45,Caucasian,F,56,7,0,0,0,1
Male,25 - 45,Caucasian,M,39,2,0,0,0,0
Male,25 - 45,Hispanic,F,31,0,0,0,0,0
Female,25 - 45,Caucasian,F,25,0,0,0,0,0
Male,Greater than 45,Caucasian,F,51,1,0,0,0,0
Female,25 - 45,African-American,F,28,3,0,0,0,0
Male,25 - 45,African-American,F,30,0,0,0,0,1
Female,Less than 25,African-American,M,19,0,0,0,0,1
Male,Less than 25,African-American,M,20,0,0,0,0,1
Male,Greater than 45,Caucasian,F,57,0,0,0,0,0
Male,Greater than 45,African-American,M,51,8,0,0,0,1
Male,25 - 45,African-American,F,27,5,0,0,0,1
Male,25 - 45,African-American,F,26,0,0,0,2,0
Male,Less than 25,Caucasian,M,23,3,0,0,0,1
Male,25 - 45,African-American,M,35,14,0,1,0,1
Female,25 - 45,Caucasian,M,41,1,0,0,0,0
Male,25 - 45,African-American,F,37,5,0,0,0,0
Male,Greater than 45,African-American,F,48,0,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,1,0
Male,Less than 25,African-American,F,19,3,3,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,0,1
Male,25 - 45,Hispanic,M,29,1,0,0,1,0
Male,Greater than 45,African-American,M,52,1,0,0,0,0
Male,Less than 25,African-American,F,23,5,0,0,0,1
Male,Less than 25,African-American,F,22,0,0,0,0,1
Male,Less than 25,African-American,F,19,1,1,0,1,1
Male,25 - 45,Caucasian,F,41,1,0,0,0,1
Female,25 - 45,Caucasian,M,25,1,0,0,0,1
Male,Greater than 45,African-American,M,54,0,0,0,0,1
Male,25 - 45,African-American,F,25,13,4,0,0,1
Female,25 - 45,Caucasian,M,30,0,0,0,0,1
Female,25 - 45,Caucasian,F,40,4,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,0
Male,Greater than 45,Caucasian,F,50,10,0,0,0,0
Male,25 - 45,Caucasian,M,35,2,0,0,0,0
Male,25 - 45,Caucasian,F,28,7,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,0
Female,25 - 45,Other,F,38,6,0,0,0,1
Male,25 - 45,Caucasian,F,27,0,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,0,1
Female,25 - 45,Hispanic,F,38,20,0,0,0,1
Male,25 - 45,African-American,F,32,26,2,0,0,1
Male,25 - 45,Caucasian,F,32,0,0,0,0,0
Male,Greater than 45,Caucasian,F,59,0,0,0,0,0
Male,25 - 45,Caucasian,F,30,19,0,0,0,1
Male,Less than 25,Other,M,20,0,0,0,0,1
Male,Greater than 45,Caucasian,F,59,0,0,0,0,0
Female,25 - 45,Caucasian,F,44,1,0,0,0,1
Male,25 - 45,African-American,M,26,9,0,1,1,1
Male,25 - 45,African-American,F,30,9,0,1,0,1
Female,25 - 45,Caucasian,F,35,2,0,0,0,0
Male,25 - 45,African-American,M,25,3,0,1,1,1
Male,25 - 45,Hispanic,M,44,0,0,0,0,0
Male,25 - 45,African-American,F,40,7,0,0,0,0
Female,25 - 45,African-American,M,31,0,0,0,0,1
Female,25 - 45,African-American,F,32,0,0,0,0,0
Male,25 - 45,African-American,F,37,22,0,0,0,1
Male,Less than 25,Caucasian,F,22,2,1,0,0,0
Male,25 - 45,African-American,M,38,8,0,0,0,1
Male,25 - 45,Caucasian,F,34,2,0,0,0,0
Male,25 - 45,African-American,F,30,7,0,1,0,0
Female,25 - 45,Caucasian,F,38,0,0,0,0,1
Male,25 - 45,African-American,F,36,10,0,0,0,1
Male,Greater than 45,Other,F,46,0,0,0,0,0
Male,Less than 25,Native American,M,22,0,0,0,2,1
Male,25 - 45,Caucasian,F,35,2,0,0,0,1
Male,25 - 45,African-American,F,35,0,0,0,0,0
Male,Less than 25,Other,F,20,1,0,0,0,1
Female,25 - 45,African-American,F,30,9,0,0,0,1
Male,25 - 45,African-American,F,34,16,0,0,0,1
Male,25 - 45,Caucasian,F,31,3,0,0,0,1
Male,25 - 45,Hispanic,M,32,0,0,0,0,1
Male,25 - 45,Caucasian,F,31,4,0,1,1,1
Male,Less than 25,Caucasian,F,22,2,0,1,1,1
Male,25 - 45,Hispanic,F,31,0,0,0,0,0
Male,25 - 45,African-American,M,36,5,0,0,0,1
Male,25 - 45,African-American,M,39,2,0,0,0,0
Male,Greater than 45,African-American,F,51,9,0,0,0,1
Male,25 - 45,African-American,F,35,7,0,0,0,1
Male,25 - 45,African-American,F,30,1,0,0,0,1
Male,25 - 45,Hispanic,F,35,0,0,0,1,0
Male,Less than 25,Hispanic,F,23,0,0,0,0,1
Male,25 - 45,Caucasian,M,43,3,0,0,0,1
Male,25 - 45,African-American,M,37,0,0,0,0,0
Male,25 - 45,African-American,M,25,3,0,0,2,0
Male,25 - 45,Hispanic,F,33,8,0,0,0,1
Female,25 - 45,African-American,F,27,0,0,0,0,0
Male,Greater than 45,Caucasian,M,47,2,0,0,0,0
Male,Greater than 45,African-American,M,46,12,0,0,0,0
Male,25 - 45,Caucasian,F,27,0,0,0,0,0
Male,25 - 45,African-American,F,34,0,0,0,0,1
Male,25 - 45,African-American,M,30,4,0,0,0,1
Male,25 - 45,Caucasian,M,25,0,0,0,0,0
Male,25 - 45,African-American,M,26,5,0,1,0,0
Male,25 - 45,African-American,F,25,1,0,0,0,1
Male,Greater than 45,African-American,F,60,9,0,0,0,0
Male,Greater than 45,Other,M,49,0,0,0,0,1
Male,25 - 45,African-American,F,30,12,0,0,0,1
Male,Less than 25,African-American,F,21,0,0,0,0,0
Male,25 - 45,African-American,F,25,4,0,0,0,1
Male,Greater than 45,Caucasian,F,53,1,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,0,1
Male,25 - 45,Hispanic,M,29,1,0,0,0,0
Male,25 - 45,African-American,M,29,4,0,0,0,0
Male,Less than 25,Hispanic,M,21,0,0,0,0,0
Female,Less than 25,African-American,M,24,2,0,0,0,1
Male,Greater than 45,Other,M,53,4,0,0,0,1
Male,Greater than 45,Caucasian,F,51,2,0,0,0,0
Male,25 - 45,African-American,M,29,1,0,0,0,0
Female,Less than 25,Other,F,24,0,0,0,0,0
Male,Less than 25,Other,F,24,2,0,1,9,1
Male,25 - 45,Hispanic,F,37,5,0,0,0,0
Male,Less than 25,Caucasian,F,20,0,0,0,0,1
Female,Greater than 45,Hispanic,M,54,2,0,0,0,0
Female,Greater than 45,Caucasian,F,51,14,0,0,0,0
Male,Greater than 45,Caucasian,F,53,1,0,0,0,0
Male,25 - 45,African-American,F,31,2,0,0,0,0
Male,25 - 45,African-American,F,25,5,0,0,0,0
Male,25 - 45,Hispanic,M,38,0,0,0,0,0
Male,Less than 25,African-American,F,22,3,0,1,1,1
Male,Less than 25,African-American,F,21,1,0,0,0,0
Male,Less than 25,Caucasian,F,21,1,0,0,0,1
Male,25 - 45,African-American,M,27,6,2,0,0,1
Male,25 - 45,African-American,M,28,14,0,1,0,1
Male,Greater than 45,African-American,M,49,6,0,0,0,1
Male,Greater than 45,African-American,F,52,7,0,0,0,1
Male,25 - 45,African-American,M,25,1,0,0,0,0
Male,Greater than 45,Caucasian,F,56,2,0,0,0,0
Male,25 - 45,African-American,F,34,22,0,0,0,0
Male,25 - 45,Hispanic,F,35,7,0,0,0,0
Male,Less than 25,African-American,M,23,1,0,0,0,1
Male,Less than 25,Caucasian,F,22,0,0,0,2,0
Male,Less than 25,African-American,F,23,0,0,0,0,1
Male,25 - 45,African-American,M,30,4,0,0,0,0
Male,25 - 45,African-American,M,42,1,0,0,0,1
Male,Greater than 45,African-American,M,50,24,0,0,2,1
Male,Greater than 45,Caucasian,F,54,12,0,0,0,1
Male,25 - 45,Other,M,37,4,0,0,0,1
Male,25 - 45,African-American,F,37,0,0,0,0,0
Male,Less than 25,African-American,F,23,1,0,0,0,0
Male,25 - 45,Caucasian,F,41,0,0,0,0,0
Male,Greater than 45,African-American,F,50,5,1,0,0,0
Male,25 - 45,Hispanic,F,41,19,0,0,0,1
Male,25 - 45,African-American,F,26,2,0,0,0,1
Male,25 - 45,Other,F,40,8,0,0,0,1
Male,Less than 25,African-American,F,23,2,0,0,0,1
Male,Greater than 45,Caucasian,F,55,1,0,0,0,1
Male,Less than 25,African-American,F,24,0,0,0,0,1
Male,25 - 45,Caucasian,M,33,5,0,1,0,1
Male,Less than 25,Caucasian,F,23,0,0,0,0,0
Male,25 - 45,African-American,M,37,1,0,0,0,1
Female,Greater than 45,Other,F,64,0,0,0,0,0
Male,Greater than 45,Caucasian,M,51,0,0,0,0,0
Male,25 - 45,Other,F,40,4,0,0,0,1
Male,25 - 45,Caucasian,F,43,1,0,0,0,0
Female,25 - 45,African-American,M,35,3,0,0,0,1
Male,Less than 25,Hispanic,F,22,1,0,0,0,1
Male,25 - 45,African-American,F,29,2,0,0,0,0
Male,Greater than 45,Caucasian,M,57,0,0,0,0,0
Male,Less than 25,African-American,M,20,1,0,1,2,1
Male,25 - 45,Caucasian,M,37,1,0,0,0,1
Female,Less than 25,Other,M,23,0,0,0,0,0
Male,Less than 25,African-American,F,23,3,0,0,0,1
Male,25 - 45,Caucasian,M,36,9,0,0,0,1
Male,Greater than 45,Caucasian,M,55,1,0,0,0,0
Male,Greater than 45,African-American,M,53,18,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,0,1
Male,25 - 45,African-American,M,27,3,0,0,0,1
Male,25 - 45,African-American,F,28,6,0,1,0,1
Male,25 - 45,Caucasian,F,26,1,0,0,0,1
Male,25 - 45,Caucasian,F,25,1,0,0,0,0
Male,Greater than 45,Caucasian,F,66,0,0,0,0,0
Male,25 - 45,African-American,M,28,3,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,0,1
Male,Less than 25,African-American,M,24,0,0,0,0,0
Male,Greater than 45,Caucasian,M,60,18,0,0,0,1
Male,25 - 45,African-American,F,37,2,0,0,0,1
Male,Less than 25,African-American,M,23,2,0,0,0,1
Male,Greater than 45,Caucasian,M,73,0,0,0,0,0
Male,25 - 45,African-American,F,44,0,0,0,0,0
Male,25 - 45,Hispanic,M,42,0,0,0,0,0
Male,25 - 45,African-American,F,40,6,0,0,0,0
Female,25 - 45,African-American,F,28,0,0,0,0,1
Male,Less than 25,Hispanic,F,21,0,0,0,0,0
Male,Greater than 45,Caucasian,M,56,0,0,0,0,1
Male,25 - 45,African-American,F,42,3,0,0,0,0
Male,25 - 45,Caucasian,F,32,11,1,0,0,1
Male,Greater than 45,Caucasian,F,50,1,0,0,0,0
Male,25 - 45,Caucasian,M,34,0,0,0,0,0
Male,Greater than 45,African-American,M,47,1,0,0,0,1
Male,Greater than 45,Caucasian,F,58,3,0,0,0,0
Male,Greater than 45,Caucasian,F,48,3,0,0,0,0
Female,Less than 25,Caucasian,F,20,0,0,0,0,0
Female,Greater than 45,African-American,F,53,10,0,0,0,1
Male,25 - 45,African-American,F,29,0,0,0,0,0
Male,25 - 45,Other,M,38,1,0,0,0,0
Female,25 - 45,Caucasian,M,43,0,0,0,0,0
Male,25 - 45,African-American,M,35,1,0,0,0,0
Male,25 - 45,Hispanic,M,25,2,0,0,0,1
Male,Greater than 45,Caucasian,M,53,1,0,0,0,1
Male,Less than 25,Caucasian,M,22,0,0,0,3,0
Female,25 - 45,Hispanic,M,32,1,0,0,0,0
Male,25 - 45,Caucasian,M,26,9,0,0,0,1
Female,Greater than 45,Other,F,48,0,0,0,0,0
Male,Less than 25,African-American,F,23,4,0,0,0,1
Male,Greater than 45,Caucasian,M,71,1,0,0,0,0
Female,Greater than 45,Caucasian,M,61,0,0,0,0,0
Female,Less than 25,Caucasian,M,22,2,0,0,0,0
Male,25 - 45,African-American,M,29,1,0,0,0,1
Female,Greater than 45,Caucasian,M,54,1,0,0,0,0
Male,Less than 25,Caucasian,F,24,6,0,2,0,0
Female,25 - 45,Caucasian,F,28,0,0,0,0,0
Female,25 - 45,Caucasian,F,25,2,0,0,0,0
Female,Less than 25,African-American,F,22,1,0,0,0,0
Male,Less than 25,African-American,F,24,2,0,0,0,1
Male,25 - 45,African-American,F,35,0,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,0,0
Male,Greater than 45,Caucasian,M,49,1,0,0,0,0
Male,25 - 45,African-American,F,26,6,0,0,0,1
Male,25 - 45,African-American,F,30,7,0,1,0,1
Male,25 - 45,Hispanic,M,32,1,0,0,1,1
Male,25 - 45,African-American,F,30,5,0,0,0,1
Male,Less than 25,African-American,F,21,1,0,0,0,0
Male,Greater than 45,Caucasian,F,64,8,0,0,0,0
Female,25 - 45,African-American,F,26,1,0,0,0,0
Female,Greater than 45,Caucasian,F,45,7,0,1,0,1
Male,25 - 45,African-American,M,37,3,0,0,0,0
Female,25 - 45,African-American,F,34,1,0,0,0,1
Male,Greater than 45,Hispanic,F,60,4,0,0,0,0
Male,Greater than 45,Caucasian,M,58,0,0,0,0,0
Male,25 - 45,Caucasian,F,27,0,0,0,0,0
Male,25 - 45,African-American,M,30,0,0,0,0,1
Male,25 - 45,African-American,M,25,0,0,0,2,0
Male,Greater than 45,African-American,F,60,19,0,0,0,1
Male,Greater than 45,African-American,F,56,24,0,0,0,0
Male,25 - 45,African-American,M,33,2,0,0,0,0
Male,25 - 45,Caucasian,F,25,9,0,1,0,1
Male,Greater than 45,African-American,F,47,15,0,0,0,0
Male,25 - 45,African-American,F,32,6,0,0,0,1
Male,Less than 25,African-American,F,24,3,0,0,0,1
Male,Less than 25,Caucasian,F,23,2,0,1,0,1
Male,Less than 25,Hispanic,F,23,3,0,0,0,1
Male,25 - 45,African-American,F,25,1,0,0,0,1
Female,Less than 25,African-American,F,20,0,0,0,0,0
Male,25 - 45,African-American,F,32,9,0,0,4,0
Female,Greater than 45,African-American,F,49,0,0,0,0,0
Male,Less than 25,African-American,F,22,1,0,0,0,0
Male,Less than 25,African-American,F,24,0,0,0,0,0
Male,25 - 45,Caucasian,F,26,10,0,0,0,1
Male,25 - 45,African-American,F,29,5,0,0,0,0
Female,Less than 25,African-American,F,20,1,1,0,0,1
Male,Greater than 45,Caucasian,M,49,1,0,0,0,0
Male,25 - 45,African-American,M,29,1,0,0,0,1
Male,Less than 25,African-American,F,18,2,3,0,0,1
Male,Less than 25,Caucasian,F,22,0,0,0,0,0
Male,25 - 45,African-American,F,34,8,3,0,0,0
Female,25 - 45,African-American,F,26,3,0,0,0,0
Male,Less than 25,African-American,F,21,0,0,0,0,1
Male,Greater than 45,Caucasian,M,54,2,0,0,0,0
Male,Greater than 45,African-American,F,59,1,0,0,0,0
Male,Less than 25,African-American,F,22,0,0,0,1,1
Male,Less than 25,Other,F,24,1,0,0,0,1
Male,Greater than 45,African-American,F,64,20,0,0,0,0
Male,Greater than 45,Caucasian,M,45,1,0,0,0,1
Female,Less than 25,African-American,F,22,0,0,0,0,0
Male,Less than 25,African-American,F,24,5,0,0,0,1
Female,25 - 45,African-American,F,30,3,0,0,0,1
Female,25 - 45,Caucasian,F,27,0,0,0,0,0
Male,Less than 25,Caucasian,F,20,0,0,0,2,0
Male,25 - 45,Hispanic,F,29,0,0,0,0,1
Male,25 - 45,Caucasian,F,28,5,0,0,0,1
Male,25 - 45,Other,M,37,0,0,0,0,0
Male,25 - 45,Other,F,25,2,0,0,0,0
Male,Less than 25,Caucasian,F,23,3,0,0,1,1
Female,25 - 45,African-American,M,32,0,0,0,0,0
Female,25 - 45,Caucasian,F,44,1,0,0,0,0
Male,25 - 45,African-American,F,41,8,0,0,0,0
Male,25 - 45,Caucasian,F,30,3,0,0,0,0
Male,25 - 45,African-American,M,27,2,0,0,0,1
Male,25 - 45,African-American,F,32,0,0,0,0,1
Male,25 - 45,African-American,M,40,24,0,1,1,1
Male,Less than 25,African-American,F,23,1,0,0,0,0
Male,25 - 45,Hispanic,M,34,2,0,0,0,0
Male,25 - 45,African-American,F,33,1,0,0,0,0
Female,25 - 45,African-American,M,33,3,0,0,0,0
Male,25 - 45,Caucasian,F,33,3,0,0,0,0
Male,25 - 45,Caucasian,F,33,0,0,0,0,0
Male,25 - 45,African-American,M,41,2,0,0,0,1
Male,25 - 45,Hispanic,M,37,1,0,0,0,0
Male,25 - 45,African-American,M,28,9,0,0,0,0
Female,25 - 45,African-American,F,25,0,0,0,0,1
Male,Greater than 45,Other,F,51,14,0,0,0,1
Female,25 - 45,African-American,M,30,1,0,0,0,0
Female,Greater than 45,African-American,M,47,0,0,0,0,0
Male,Less than 25,Caucasian,F,24,0,0,0,0,1
Male,25 - 45,Caucasian,M,37,5,0,0,0,0
Male,25 - 45,Caucasian,F,31,9,0,0,0,1
Female,25 - 45,Caucasian,F,30,1,0,0,0,0
Male,Greater than 45,African-American,F,52,0,0,0,0,1
Male,25 - 45,African-American,F,25,5,0,0,1,1
Male,Greater than 45,African-American,F,60,10,0,0,0,0
Female,Greater than 45,African-American,M,46,7,0,0,0,0
Male,Greater than 45,Caucasian,M,62,3,0,0,0,0
Male,Greater than 45,Other,F,57,10,0,0,0,1
Male,25 - 45,Caucasian,M,36,0,0,0,0,1
Male,Less than 25,African-American,F,24,2,0,0,1,1
Male,25 - 45,Hispanic,M,37,3,0,0,0,1
Male,25 - 45,Caucasian,F,25,9,0,2,1,0
Male,Less than 25,African-American,M,21,0,0,0,1,1
Male,25 - 45,Asian,M,38,0,0,0,0,0
Male,25 - 45,African-American,F,29,5,0,0,0,1
Male,Greater than 45,African-American,M,52,0,0,0,0,1
Male,25 - 45,African-American,F,29,5,0,0,0,0
Male,Greater than 45,African-American,F,59,13,0,0,0,1
Male,25 - 45,African-American,F,39,2,0,0,0,0
Male,Greater than 45,Hispanic,M,48,1,0,0,0,0
Male,25 - 45,Other,M,31,3,0,0,0,1
Male,Less than 25,African-American,F,20,1,0,1,1,1
Male,Greater than 45,Caucasian,M,50,0,0,0,0,0
Male,25 - 45,African-American,F,27,7,0,0,0,1
Male,25 - 45,African-American,M,27,0,0,0,0,0
Male,25 - 45,Caucasian,F,31,4,0,0,0,1
Female,25 - 45,African-American,F,32,2,0,0,0,0
Female,Less than 25,African-American,M,24,2,0,0,0,0
Male,Less than 25,African-American,F,24,4,0,0,0,1
Male,25 - 45,Caucasian,M,30,0,0,0,0,1
Male,Less than 25,African-American,F,21,2,1,1,0,0
Male,25 - 45,Caucasian,F,41,0,0,0,0,0
Male,25 - 45,Other,F,38,1,0,0,0,0
Male,25 - 45,African-American,F,32,2,0,0,0,1
Male,25 - 45,Caucasian,F,27,5,0,0,0,0
Female,Less than 25,Caucasian,F,24,1,0,0,0,0
Male,Greater than 45,Caucasian,M,69,0,0,0,0,1
Male,25 - 45,Caucasian,F,25,1,0,0,0,0
Male,Greater than 45,Caucasian,M,55,0,0,0,0,1
Male,25 - 45,African-American,F,28,7,1,0,0,1
Male,25 - 45,Caucasian,M,27,0,0,0,0,1
Female,Less than 25,African-American,F,20,1,0,0,0,1
Male,25 - 45,African-American,F,36,2,0,0,0,1
